,compound,headline,neg,neu,pos,label
1288,0.9977,"It’s that time of year again, when publicly traded companies have to live up to the ‘public’ part of that phrase – earnings season, in short, when investors get to see the nuts and bolts performance numbers of their favorite companies.So far, the early estimates are looking grim. Of the S&P 500 components that have released preliminary data, 80% have slashed their earnings forecasts. Three tech giants, however, are looking upbeat, and forecasting good reports for the just-ended fiscal quarter. We’ve dipped into the TipRanks database to get the latest analyst reviews on the largest names in high-tech. Microsoft Corporation (MSFT)Microsoft, the old boy in the tech industry, has gained more than 34% so far this year, nearly doubling the S&P 500’s own brisk 18% pace. This rapid growth has put Microsoft in an exclusive club: it is only the third publicly traded company to break $1 trillion in total market cap, a milestone it reached in mid-June. Microsoft now has a valuation just under $1.06 trillion, ahead of Amazon’s (AMZN) $960 billion and Apple’s (AAPL) $920 billion.The company’s success has come from solid performance in its various segments – legacy customers, Office 365, and Azure, combined with excitement over the upcoming public beta release of the new xCloud gaming service. Microsoft shows that a mega-cap company can combine the steady returns of a blue-chip stock with high-tech cutting-edge products and enthusiasm.Microsoft reports fiscal Q4 earnings on July 18, and the general view is that the company will justify its sky-high valuation. EPS is expected at $1.21, a 7% gain from the year-ago quarter, with revenues to come in at $32.75 billion, 8.8% over last year’s Q4. While high, these gains represent a slowdown from Q3’s 14% growth, so any forecast beat will be welcomed by market watchers.Mark Moerdler, writing from Bernstein, sees the cloud bringing MSFT $140 billion in long-term sales, a solid foundation for further growth. He says, “Microsoft has distinct advantages in portions of the market that should give the company the ability to reach, over time, revenue that is not that dissimilar to that of [Amazon Web Services].” Looking ahead to the future of cloud computing, Moerdler expects that Microsoft will emerge as one of two or three mega-cap companies dominating the sector. With that in mind, he gives MSFT a $152 price target and an 11% upside potential.Wedbush analyst Daniel Ives describes Microsoft’s position for 2H19 and 2020 as “enviable,” saying that the company is “firing on all cylinders around its Office 365 and Azure strategic vision.” Ives adds, “The shift to cloud is a major secular trend that is significantly benefiting Microsoft in the field and should continue its momentum heading into the next 12-18 months.” With a price target of $155, he sees a 13% upside to MSFT.Microsoft’s analyst consensus rating is a strong buy; the company has 21 buys, 1 hold, and 1 sell assigned in the last three months. The average price target is $144, with an upside of 5.14%. MSFT shares are selling for $136.View MSFT Price Target & Analyst Ratings Detail Amazon.com, Inc. (AMZN)At number two in total market cap, and the dominant player in online retail, Amazon is not worried about earnings, to be reported on July 25. The forecast calls for increases in both revenues and EPS. Revenues are predicted to come in 4.6% higher than last quarter, at $62.46 billion, while EPS is expected to show a higher gain, over 18%, with a bottom-line number of $5.58 per share. Last quarter, Amazon’s EPS of $7.09 represented a 35% beat of the forecast.Wall Street’s top analysts are also confident of Amazon’s earnings success. From Cowen, John Blackledge gives the stock a $2,500 price target and 28% upside, saying, “The company’s move to Prime 1-day delivery will drive higher conversion rates, leading to increasing unit growth in the second half of 2019 and into 2020.” He believes Prime 1-day has revenue potential of $1 billion to $2 billion this year.Barclays analyst Ross Sandler believes Amazon will report revenue acceleration in the fiscal second quarter. He says that, “the combination of core retail picking up slightly earlier in Q2 and the extra 3%-4% to run-rate from next day shipping should take Amazon's growth rates up from Q1.” Accordingly, he keeps his buy rating on the stock, although his price target is a more modest $2.050Amazon’s overall rating, based on an analyst consensus of 35 buys and 1 hold, is a ‘Strong Buy.’ The stock is selling for an eye-watering $1,956, so the average price target of $2,243 suggests an upside potential of 14%.View AMZN Price Target & Analyst Ratings Detail Apple, Inc. (AAPL)Like it’s mega-cap peers, Apple is looking at a strong quarterly report on July 30. The expected EPS is $2.10, slightly lower than last quarter, while revenues are forecast at a healthy $53.35 billion. Now that trade tensions between the US and China have eased, and the threat of further tariffs has faded for the present, Apple’s performance in the Chinese smartphone market remains the wildcard. iPhone holds a 9% to 10% market share in China; the earnings forecast is based on the Apple maintaining that niche.While Apple has been publicly shifting toward a model based on increased services, the iPhone remains the company’s largest revenue generator. This is reflected in the analyst comments on the stock. Daniel Ives, quoted above regarding Microsoft, says that Wedbush’s recent market research “suggests stable Apple iPhone demand globally heading into the crucial September quarter, that he would characterize as better than feared.” Ives gives Apple at price target of $235, suggesting 17% upside.Samik Chatterjee, of JPMorgan, describes is attitude toward Apple’s 2020 volume outlook for iPhone shipments as “incrementally positive.” He says, “Global supply chain and smartphone channel checks suggest that Apple is likely to pull an additional lever in the form of a refresh of the legacy iPhone SE/iPhone 8 model to address a value category.” He believes that next year’s positive volume outlook will drive upgrades to meet consensus earnings expectations and boost AAPL shares. In line with this, he sees 2020 full year earnings hitting $13 and 2021 earnings reaching $15.30.Company guidance in the coming quarterly report will show if Chatterjee’s estimates are in line. His price target, $239, indicates confidence in a 19% upside to the stock.AAPL’s ‘Moderate Buy’ consensus rating is based on 19 buys, 14 holds, and 3 sells. Shares are priced at $200 with an average target of $216, an 8% upside for the stock.View AAPL Price Target & Analyst Ratings DetailVisit TipRanks’ Stock Screener to find out more about the vital stats of these three stocks, and more.",0.017,0.882,0.101,1
1289,0.9973,"It has been called the 800-pound gorilla in the room: Canopy Growth (NYSE:CGC), the world's biggest weed company by market cap ($14 billion), industry presence and sheer volume of cannabis production. A weed leader and undisputed heavyweight champion of pot stocks, CGC stock was the very first cannabis company to list on the New York Stock Exchange and continues to be heavily traded in both Canada and the United States.Source: Shutterstock I suppose you could say it's the Amazon (NASDAQ:AMZN) or the Apple (NASDAQ:AAPL) of cannabis stocks, but does that necessarily make Canopy Growth stock the best pot stock pick? After all, CGC isn't exactly the cheapest one on the market, and you know the old saying: &quot;The bigger they are, the harder they fall.&quot; Can It Get Any Bigger?With a massive $4 billion capital infusion from alcoholic beverage mega-corporation Constellation Brands (NYSE:STZ), Canopy has more than enough capital and market share to dominate the Canadian weed space. While I can't predict exactly how Canopy will use those funds, I expect that the company may invest in the fast-growing edibles space as well as the international pot market as there are more than 30 countries currently pursuing a medical cannabis program.InvestorPlace - Stock Market News, Stock Advice & Trading TipsThe counter-argument among Canopy's critics is that a company of this size risks collapsing under its own weight. My reply is that just as the e-commerce space continues to grow (thus enabling Amazon to continue expanding), the global cannabis market has plenty of room to grow and Canopy Growth will, at least for the foreseeable future, have no shortage of new frontiers to conquer. Still the Revenue KingWhenever I evaluate a company, one of my prime directives is: &quot;Show me the revenues!&quot; In the case of Canopy Growth stock there's no shortage in that department, as the company's recently reported fourth-quarter (ending March 31) net revenues rose to $71.37 million from $20.14 million a year earlier.  * 10 Best Stocks for 2019: A Volatile First Half Of course, it could be argued that Canopy's blockbuster revenue growth was driven by Canada's legalization of recreational cannabis -- and I won't dispute that this was a contributing factor. Nonetheless, a more-than-threefold increase in revenues in the span of a year isn't just the result of decriminalization: Canopy made a boatload of money during the past year, outpacing its competitors and vindicating Constellation's outsized investment. Several Steps AheadWith the cannabis market moving forward at a breakneck pace, companies must now innovate just to remain competitive. Much like Constellation demonstrated its forward-thinking mind-set by investing in Canopy, there's clear evidence that Canopy is also taking the necessary steps to maintain their bellwether position among weed firms.For instance, when the company acquired medicinal marijuana producers in South America and Africa last year, CGC showed its dedication to expansion far beyond the North American borders. Moreover, when Canopy made the commitment in April of this year to acquire American cannabis company Acreage Holdings Inc. for $3.4 billion (under the condition that the U.S. legalizes production and sale of cannabis), Canopy Growth proved to its shareholders that it's ready, willing and able to stake its claim on American soil.I tend to concur with Jefferies analyst Owen Bennett when he opines that Canopy Growth's purchase of the right to acquire Acreage is a &quot;big positive&quot; for the company. As I see it, Canopy is being highly proactive by not waiting for a federal ruling on marijuana law; the company's preparing for American domination, come what may. The Bottom Line on CGC StockPersonally, I'm not overly concerned about how expensive the CGC stock price is today, tomorrow or next week. I'm focusing more on the fundamentals than anything else -- and given the company's deep capital reserves and forward-thinking mind-set, I like Canopy stock for a long-term allocation at practically any price.As of this writing, David Moadel did not hold a position in any of the aforementioned securities. More From InvestorPlace  * 2 Toxic Pot Stocks You Should Avoid   * 10 Best Stocks for 2019: A Volatile First Half   * 7 Simple Ways for Young Investors to Invest Their First $1,000   * 6 Stocks to Buy Based on Insider Buying The post Canopy Growth Is the Biggest Cannabis Company, But Is It the Best? appeared first on InvestorPlace.",0.04,0.831,0.13,1
1290,-0.0644,"Slowing iPhone demand has been a thorn in the side of Apple, Inc. (NASDAQ: AAPL ) in recent quarters, but one Wall Street analyst raised his price target for Apple and said the next class of iPhones will ...",0.034,0.966,0.0,0
1291,0.1779,Alphabet s GOOGL self driving unit Waymo is leaving no stone unturned to bolster presence in the autonomous driving space Reportedly Waymo plans to provide users with complimentary Wi Fi service in its robotaxis in the Phoenix area The latest move gives a glimpse into Waymo s efforts,0.046,0.894,0.06,1
1292,0.1779,Alphabet s GOOGL self driving unit Waymo is leaving no stone unturned to bolster presence in the autonomous driving space Reportedly Waymo plans to provide users with complimentary Wi Fi service in its robotaxis in the Phoenix area The latest move gives a glimpse into Waymo s efforts,0.046,0.894,0.06,1
1293,-0.6597,"Apple announced updates to its MacBook Pro and MacBook Air laptops today (June 9), lowering the starting price of the Air to $1,099 and adding more features into the entry-level MacBook Pro.  The computer was the first redesigned laptop that laid the design groundwork for all other recent Apple laptops, including the more recent MacBook Air and Pro laptops.  The standard MacBook no longer shows up on Apple’s Mac website, and it seems that the lower price of the new MacBook Air is intended to replace the standard MacBook as the entry-level Mac laptop.",0.066,0.934,0.0,-1
1294,0.4411,"(Bloomberg) -- Zoom Video Communications Inc. shares dipped in Tuesday’s trading after reports circulated that a flaw in the Zoom app on Apple Inc. Macs could allow websites to take over user’s webcams.The vulnerability allows any website to “forcibly join a user to a Zoom call” without their permission, a Medium report found. The flaw could expose up to 750,000 companies around the world that use Zoom for daily business, the Medium post continued.Shares of the San Jose, California-based company dipped as much as 1.1%, touching $89.75 a share before erasing some of those losses. The stock has more than doubled and remains up more than 150% from an April public offering, compared to a 2.3% rise for the S&P 500 Index.Zoom highlighted in a blog post that there has been “no indication” that a client has been hacked in a manner referenced by the Medium article. The post went on to stress that “the host or any other participant cannot override a user’s video and audio settings to, for example, turn their camera on.”The Medium report said the vulnerability was originally disclosed in March prior to being fixed, however, a workaround was discovered due to a regression that caused the vulnerability to work again earlier this week.(Updates share movement in third paragraph, adds company response in fourth paragraph.)To contact the reporter on this story: Bailey Lipschultz in New York at blipschultz@bloomberg.netTo contact the editors responsible for this story: Catherine Larkin at clarkin4@bloomberg.net, Steven FrommFor more articles like this, please visit us at bloomberg.com©2019 Bloomberg L.P.",0.059,0.871,0.07,1
1295,-0.6808,"Apple's stock fell over 2 percent Monday as multiple bad news blows hit the company: Rosenblatt downgraded the stock to sell from neutral, citing estimates that iPhone sales would drop in 2H19, and VirnetX ...",0.149,0.851,0.0,-1
1296,-0.163,Markets closed in the red on Monday as investors awaited Jerome Powell???s testimony later in the week.,0.093,0.907,0.0,-1
1297,0.9866,"U.S. stock futures are trading lower this morning as Wall Street gears up for a speech from Federal Reserve Chairman Jerome Powell on Wednesday before the House Financial Services Committee.Ahead of the bell, futures on the Dow Jones Industrial Average are down 0.38%, and S&P 500 futures are lower by 0.34%. Nasdaq-100 futures have shed 0.34%.In the options pits, put volume sank like a stone yesterday despite the market pullback. This suggests fear is being kept at bay and the selling we're seeing is garden variety profit-taking. By day's end, 16.7 million calls and just 12.3 million puts changed hands on the session.InvestorPlace - Stock Market News, Stock Advice & Trading TipsThe summer doldrums continue to produce lackluster readings in the CBOE single-session equity put/call volume ratio. It inched higher to 0.63, while the 10-day moving average climbed to 0.62. With both measures in the center of their three-month range, it leaves little to discuss regarding fear or complacency.Options trading ballooned in the following three stocks. AT&T (NYSE:T) was flooded with activity ahead of today's dividend payment. Apple (NASDAQ:AAPL) shares slipped after being downgraded on poor iPhone sales. Finally, United States Steel (NYSE:X) suffered a high-volume drop that broke major support.Let's take a closer look: AT&T (T)Dividend plays took the top three spots of the leaderboard, but I've chosen to focus on AT&T because of its compelling price chart. The telecom titan has put together quite the one-month rally. The 8% jump has T stock now testing a key resistance zone at $34.30.  * 10 Best Stocks for 2019: A Volatile First Half With its ceiling looming large and overbought readings flashing, I suggest caution at chasing the shares here. A pullback or pause will provide lower-risk entries. Remember, AT&T is a stodgy dividend payer, not some high-flying tech stock prone to ignore overstretched readings.The real reason for AT&T's explosion in options trading is today's ex-dividend date. For holders of record, a 51 cent cash payment will be doled out. Institutions used calls to control the stock for long enough to capture the dividend. Based on its closing price of $34.25, the quarterly dividend payments result in an annual yield of 5.96%.Implied volatility remains at the low end of its one-year range -- the 20th percentile. So, if you're inclined to play options here, buying them is the way to go. Apple (AAPL)Apple shares suffered a setback Monday, falling as much as 2.8% during the trading session. The cause for the sudden slip was a downgrade by Rosenblatt Securities analyst Jun Zhang from Neutral to Sell. Zhang pointed toward worse-than-expected new iPhone sales and a slowdown period for Apple's business as reasons for his bearishness.From a technical analysis view, the price drop did little to change the uptrend that has defined AAPL stock since early June. It remains above a rising 20-day moving average, and buyers emerged to defend their turf yesterday. Watch the $195 support zone moving forward. A breach of that would reverse the uptrend sending warning signs to chart followers everywhere.On the options trading front, the downgrade and accompanying down gap lit a fire under put demand. Total activity swelled to 139% of the average daily volume, with 532,795 contracts traded. Puts claimed 54% of the session's sum.  * 7 Simple Ways for Young Investors to Invest Their First $1,000 Implied volatility popped to 29% placing it at the 35th percentile of its one-year range. Premiums are now pricing in daily moves of $3.67 or 1.8%. United States Steel (X)United States Steel shares officially ended their recovery attempt on Monday. The one-day, 7.9% beatdown slammed X stock back below its 50-day and 20-day moving averages and signaled the beginning of its next descent. If the history of its trend is any indication, a revisit of last month's lows ($11.67) is a strong possibility.Volume surged alongside the descent creating an ominous-looking distribution day. Both its short-term ascending trendline and horizontal support from a prior pivot were breached, adding urgency to the decline. Until the stock can return to the north side of its 50-day moving average, steer clear of bullish trades.On the options trading front, surprisingly calls outpaced puts on the session. Total activity ramped to 152% of the average daily volume, with 78,654 contracts changing hands. Calls accounted for 53% of the tally.Implied volatility shot through the roof to end at 63%. That places it at the 74th percentile of its one-year range, suggesting that premiums are ripe for the selling.As of this writing, Tyler Craig didn't hold a position in any of the aforementioned securities. Check out his recently released Bear Market Survival Guide to learn how to defend your portfolio against market volatility. More From InvestorPlace  * 2 Toxic Pot Stocks You Should Avoid   * 10 Best Stocks for 2019: A Volatile First Half   * 7 Simple Ways for Young Investors to Invest Their First $1,000   * 6 Stocks to Buy Based on Insider Buying The post Tuesday's Vital Data: Apple, AT&T and United States Steel appeared first on InvestorPlace.",0.048,0.872,0.08,1
1298,-0.2023,Top Technology Stocks Top Technology Stocks MSFT 0 72 MSFT 0 72 AAPL 0 01 AAPL 0 01 IBM 0 33 IBM 0 33 CSCO 0 98 CSCO 0 98 GOOG 0 33 GOOG 0 33 Technology heavyweights were mostly lower pre market Tuesday Technology heavyweights were mostly lower pre market Tuesday,0.096,0.826,0.078,-1
1299,-0.2023,Top Technology Stocks Top Technology Stocks MSFT 0 72 MSFT 0 72 AAPL 0 01 AAPL 0 01 IBM 0 33 IBM 0 33 CSCO 0 98 CSCO 0 98 GOOG 0 33 GOOG 0 33 Technology heavyweights were mostly lower pre market Tuesday Technology heavyweights were mostly lower pre market Tuesday,0.096,0.826,0.078,-1
1300,0.2732,Netflix's (NFLX) recent data demonstrate increasing viewership of its popular shows like Stranger Things 3 and movies like Murder Mystery.,0.171,0.545,0.284,1
1301,0.0,"Students Can Purchase MacBook Air for $999 and the 13-inch MacBook Pro for $1,199",0.0,1.0,0.0,0
1302,-0.3182,"On Monday, major China-focused ETFs ended deep in the red on US exchanges. The iShares MSCI China ETF (MCHI) lost 1.24%.",0.103,0.897,0.0,-1
1303,0.7506,"Alphabet's (GOOGL) self-driving unit, Waymo plans to add complimentary Wi-Fi service in its robotaxis in a bid to increase its share in the autonomous driving market.",0.0,0.748,0.252,1
1304,-0.5106,"Shutterstock photo    Apple ( AAPL ) shares took a hit Monday, falling as much as 3%, on worries that the company’s iPhone unit sales may falter and not recover until the second half of 2020.  If that concern sounds familiar, it should. Analysts have warned about Apple’s waning iPhone sales for the past five",0.117,0.844,0.039,-1
1305,-0.5106,"Shutterstock photo    Apple ( AAPL ) shares took a hit Monday, falling as much as 3%, on worries that the company’s iPhone unit sales may falter and not recover until the second half of 2020.  If that concern sounds familiar, it should. Analysts have warned about Apple’s waning iPhone sales for the past five",0.117,0.844,0.039,-1
1306,0.9554,"Apple Inc NASDAQ/NGS:AAPLView full report here! Summary  * Perception of the company's creditworthiness is neutral   * Bearish sentiment is low   * Economic output for the sector is expanding but at a slower rate Bearish sentimentShort interest | PositiveShort interest is extremely low for AAPL with fewer than 1% of shares on loan. This could indicate that investors who seek to profit from falling equity prices are not currently targeting AAPL. Money flowETF/Index ownership | NeutralETF activity is neutral. The net inflows of $4.82 billion over the last one-month into ETFs that hold AAPL are not among the highest of the last year and have been slowing. Economic sentimentPMI by IHS Markit | NegativeAccording to the latest IHS Markit Purchasing Managers' Index (PMI) data, output in the Technology sector is rising. The rate of growth is very weak relative to the trend shown over the past year, and has continued to ease. However, the rate of expansion may accelerate in the coming months. Credit worthinessCredit default swap | NeutralThe current level displays a neutral indicator. AAPL credit default swap spreads are within the middle of their range for the last three years.Please send all inquiries related to the report to score@ihsmarkit.com.Charts and report PDFs will only be available for 30 days after publishing.This document has been produced for information purposes only and is not to be relied upon or as construed as investment advice. To the fullest extent permitted by law, IHS Markit disclaims any responsibility or liability, whether in contract, tort (including, without limitation, negligence), equity or otherwise, for any loss or damage arising from any reliance on or the use of this material in any way. Please view the full legal disclaimer and methodology information on pages 2-3 of the full report.",0.062,0.822,0.116,1
1307,0.8834,"J.P. Morgan analyst Samik Chatterjee is now a little more bullish on Apple Inc.'s stock , as his research suggests a stronger iPhone replacement cycle in 2020 that previously expected. Chatterjee raised his stock price target to $239, which is 19% above Monday's closing price of $200.02, from $233, while maintaining the overweight rating he's had on Apple for at least the past three years. Apple's stock turned up 0.1% in premarket trading, while futures  for the Dow Jones Industrial Average  dropped 99 points, or 0.4%. Chatterjee raised is 2020 iPhone shipment outlook to 195 million units from 185 million and his EPS estimate to $13.00 from $12.85. He said he expects the launch of four iPhone models in 2020, with &quot;more significant&quot; spec upgrades. &quot;Importantly, the incrementally positive volume outlook for 2020 is likely to drive upgrades to consensus earnings expectations, in turn driving positive sentiment for the shares and marking a significant change from downward revisions to near-term earnings over the last few months from continued concerns around the impact of the US-China trade war/slowdown in China,&quot; Chatterjee wrote in a note to clients.",0.013,0.915,0.072,1
1308,0.296,"On Monday, Apple fell after Rosenblatt Securities downgraded the stock to “sell” from “neutral” due to “fundamental deterioration.”",0.0,0.885,0.115,1
1309,0.9954,"For investors in Square (NYSE:SQ) stock, it hasn't been a great summer so far. All around, stocks are hitting new record highs. The S&P 500 index came within a few points of reaching 3,000 for the first time. The tech-heavy Nasdaq Composite index has been roaring. Software and internet stocks are absolutely booming at the moment. But SQ stock is doing nothing much at all.Source: Via SquareSince its peak at $101 last fall, SQ stock has been in a deep slump. By December, it had lost half its value, retreating to $50 a share. Square stock bounced back this spring, hitting $80 again in March. Since then, SQ stock has gone sideways to down, however, even as the market has taken off like a firecracker. At the current $73-and-change price, Square stock remains more than 25% below its record highs.It's not hard to see why investors are nervous. Competition looms large for Square. The company is still unprofitable on a trailing earnings basis. And it appears to be running out of strong domestic opportunities; bulls are already pointing to markets like Japan as Square's salvation. But if it can't make much money at home, will it do better overseas? Meanwhile rivals spanning from Apple (NASDAQ:AAPL) and PayPal (NASDAQ:PYPL) to new things such as Facebook's (NASDAQ:FB) Libra coin could upend Square's plans.InvestorPlace - Stock Market News, Stock Advice & Trading Tips Is Libra a Threat to Square?Last month, FB announced its long-awaited crypto-currency venture. Called the Libra, Facebook has grand ambitions for its entry into the crypto space.The Libra will be backed by hard assets with the aim of being a relatively stable store of value that users can transact with, globally, avoiding much of the world's current regulations and roadblocks to the free flow of money. Interesting, the Libra has a huge group of launching backers - several dozen in fact. These include almost all the power players in the payments space. The credit card companies are in, as is PayPal, eBay (NASDAQ:EBAY), Stripe, and several payments companies in emerging markets.  * 10 Stocks That Should Be Every Young Investor's First Choice Who is missing from the Libra launching coalition? Along with the big banks, Square isn't there. That's particularly interesting since other direct competitors to Square -- like Stripe -- are happy to be involved. Should SQ stock owners be worried?On the one hand, Libra, at least as it is now envisioned, isn't a big threat to Square's primary small business transaction processing at this point. Libra's big play, at least for now, appears to be taking on the entrenched fee-heavy money transfer and remittances services, like Western Union (NYSE:WU) and MoneyGram International (NASDAQ:MGI).So Square's main business isn't too directly threatened (yet).However, do note that Libra would compete more heavily with Square's Cash App. Also, it's worth considering that PayPal, which owns Venmo, is involved in Libra. PayPal certainly doesn't want the Libra to supplant Venmo. But as a backer of Libra, PayPal has way-more influence in how things go, while Square -- and its Cash App -- are on the outside looking in. Cash App may not Matter Much to SQ StockInterestingly, it may not be a big deal even if the Libra supplants much of Cash App's business. That's because Square likely generates very little revenue from Cash App as it is.Our Vince Martin broke down the numbers in a recent article. Given that PayPal's Venmo is a $300 million a year business, that means Square's necessarily is even smaller, since Venmo has more users and activity than Cash App. Though, in defense of Square, Cash App appears to be catching up based on download figures.Regardless, Square has a $30 billion market cap and $3.5 billion in annual revenues. Cash App is still something close to a rounding error for the overall business. It appears, at this point, to serve more as marketing for the Square platform than as a profit driver in its own right. So if much of Venmo and Cash App business gets diverted to Libra, it may not be a big issue for SQ stock. Can the Core Business Make Money?Unfortunately, this highlights the bigger issue for SQ stock. Despite penetrating a large portion of the small business market in the U.S., Square continues to lose money. At some point, you have to ask: When will this company be able to make money? Over the past 12 months, Square lost more than $50 million on its revenue of $3.5 billion.  * 7 Retail Stocks to Buy That Are Down in 2019 With U.S. growth already reaching limits, Square is now looking to overseas markets such as England for further opportunities. Perhaps most interestingly, some bulls see Japan as the next big thing for Square. Josh Enomoto highlighted the potential there, noting that Japanese consumers still love physical cash, in part because small stores don't like accepting credit cards. Enomoto wrote:Installing Square's payment-processing equipment isn't difficult. It also gives small Japanese businesses a more equal playing field against their larger counterparts. If more proprietors bought into this concept, it can create a ripple effect that ultimately skyrockets SQ stock.If the business model hasn't reached meaningful profitability in the U.S. yet, however, will going overseas improve matters? There will surely be more overhead, marketing costs, and so on to set up in new markets. And unfamiliarity with local customs will likely lead to some losses and setbacks as well. Bottom Line on SQ StockSQ stock is now trading at 65.6x forward earnings, as it faces too much competition and offers too little certainty. That's if they manage to hit analyst estimates. As it is, the company has no &quot;E&quot; in the P/E ratio at the moment since it lost money last year.It's not clear how the company plans to monetize the Cash App, many bulls' current big hope for the future. And international expansion could lead to more headaches down the road. Facebook's Libra, if it is a hit with consumers, could cause trouble for Square on multiple fronts as well. Square stock has an interesting story. But at nearly 10x sales and a massive forward P/E ratio, Square stock investors are paying a high price for an uncertain future.At the time of this writing, Ian Bezek owned FB stock. You can reach him on Twitter at @irbezek. More From InvestorPlace  * 2 Toxic Pot Stocks You Should Avoid   * 7 A-Rated Stocks to Buy for the Rest of 2019   * 7 Education Stocks to Buy for the Future of Academia   * 5 Stocks to Buy as You Rebalance Your Portfolio The post Facebook's Libra Could Be One of Many Threats Tamping Square Stock appeared first on InvestorPlace.",0.048,0.849,0.103,1
1310,0.9493,"Qualcomm (NASDAQ:QCOM) has become a tech stock that no longer trades like a tech stock. The shares jumped almost 50% in mid-April after the chip maker won a settlement with Apple (NASDAQ:AAPL), then QCOM stock lost half that gain after Judge Lucy Koh ruled it was violating antitrust laws.Source: Qualcomm Instead, it trades like a defendant.Since the start of June it has been slowly climbing a wall of worry over the impact of Koh's decision. Fundamentals -- expectations it will earn 62 cents per share on revenue of $5.11 billion when it next reports earnings July 31 -- don't seem to matter anymore.InvestorPlace - Stock Market News, Stock Advice & Trading Tips Do Fundamentals Matter?Qualcomm opened for trade July 8 at about $76.30 per share. That's a market cap of $93 billion. It trades at about 4.2 times last year's $22 billion in revenue and 40.5x last year's earnings, with a fat 62 cents per share dividend reflecting a 3.2% yield.  * 10 Stocks That Should Be Every Young Investor's First Choice That dividend is an investor hedge against legal uncertainties that have plagued the company as CEO Steve Mollenkopf has defended Qualcomm's business model against challengers from around the world.He's had a good track record. Qualcomm has won favorable decisions in Korean, Chinese and U.S. courts. The Apple settlement seemed to settle its right to tie patents to chip purchases. But the decision that it must renegotiate those patent licenses , which the court ruled over the July 4 holiday won't be delayed, has it claiming it is about to suffer &quot;irreparable harm&quot; after it earlier sided with the Federal Trade Commission's view that Qualcomm abused its dominant market position to force customers to pay excessive patent licensing fees.European competition commissioner Margarethe Vestager is also planning on demanding another huge fine against Qualcomm over its policies. What About 5G?Meanwhile 5G, the new mobile standard that is in the process of being rolled out to phones, base stations, and machines around the world, opening vast new swaths of frequency spectrum to commercialization, is practically being ignored.Qualcomm has been quietly going about the business of having its chips certified, and winning the right to charge users for bits used in autonomous cars.The car decision emphasizes that the growth of 5G won't just come from people watching cat videos. It will come from machines communicating with &quot;smart city&quot; infrastructure that can prevent traffic jams and schedule maintenance in utility systems and factories.  * 7 Retail Stocks to Buy That Are Down in 2019 New markets like augmented reality and virtual reality also depend on having practically unlimited bandwidth. This has led analysts to bring back their hockey stick graphs predicting tremendous growth. Qualcomm's new legal battlefield involves working with phone companies to make sure people pay for that bandwidth, assuring that the bulk of growth comes from licensed rather than unlicensed frequencies.In the near term, however, 5G is also subject to tremendous amounts of fear, uncertainty and doubt. Industry hype is pushing users to upgrade even before the necessary infrastructure is in place, with many people thinking they have it even when they don't. Bottom Line on Qualcomm StockFortunately for Qualcomm stock owners, the company is better positioned than any of its customers to win the 5G jackpot.But that jackpot is so large, and Qualcomm has been so aggressive in its licensing policies, that there's legitimate fear the company may be forced by courts and regulators to back off.QCOM stock investors may be both overestimating how well the company's lawyers can do, but underestimating just how much money can be saved, and earned, in a world of wireless sensors and networks that control, and maintain, all the things around us.The 5G revolution won't happen all at once. Qualcomm won't win as much control over it as it's seeking. But it's going to be big enough to justify a long-term investor seeking an entry point in Qualcomm stock after any legal setback.Dana Blankenhorn is a financial and technology journalist. He is the author of a new environmental story, Bridget O'Flynn and the Bear, available now at the Amazon Kindle store. Write him at danablankenhorn@gmail.com or follow him on Twitter at @danablankenhorn. As of this writing he owned shares in AAPL. More From InvestorPlace  * 2 Toxic Pot Stocks You Should Avoid   * 7 A-Rated Stocks to Buy for the Rest of 2019   * 7 Education Stocks to Buy for the Future of Academia   * 5 Stocks to Buy as You Rebalance Your Portfolio The post Qualcomm Stock Reacts to the Uncertainty of a Wall of Legal Worry appeared first on InvestorPlace.",0.052,0.863,0.085,1
1311,-0.6808,"From the rise of oil in 1980 and 2010, to fears of a Japanese takeover in 1990, the investing trends at the start of a decade have never lasted. That could be bad news for Apple, Amazon, and other tech giants.",0.143,0.818,0.039,-1
1312,-0.8555,"Margrethe Vestager on Tuesday fined Japanese company Sanrio €6.2m for abusing its ownership of the popular cartoon character.  The commission said Sanrio had banned licence holders from selling outside of their individual EU country, and had taken more indirect measures such as restricting the languages that could be used on the products.  The commission said that the illegal curbs, which flout single market rules, were in place from 2008-18.",0.154,0.81,0.035,-1
1313,0.7906,"Apple shares revered earlier pre-market declines Tuesday after analysts at JPMorgan boosted their price target on the stock, citing an &quot;incrementally positive&quot; outlook for iPhone shipments next year.",0.0,0.758,0.242,1
