publication_date,compound,headline,neg,neu,pos,label
2017-08-01 13:59:02,0.0,"Becton, Dickinson (BDX) Q2 Earnings: What's in the Cards?",0.0,1.0,0.0,0
2017-08-01 13:59:31,0.34,"Pfizer (PFE) Tops Q2 Earnings Estimates, Misses Sales",0.17,0.536,0.295,1
2017-08-01 14:36:13,0.0,Eli Lilly’s Major Developments in 2Q17,0.0,1.0,0.0,0
2017-08-01 14:36:42,0.0,Pfizer's revenue falls again,0.0,1.0,0.0,0
2017-08-01 14:46:00,0.2023,"Dow Secures All-Time Trading High, Weak Auto Sales Cap Broader Gains",0.186,0.513,0.301,1
2017-08-01 15:00:00,0.0,Pfizer Looks Undervalued,0.0,1.0,0.0,0
2017-08-01 15:25:03,0.0,"Q2 Earnings From UA, PFE And ADM",0.0,1.0,0.0,0
2017-08-01 15:54:00,0.3818,The 8 'Dogs Of The Dow' Gained Ground On The Dow 30,0.0,0.794,0.206,1
2017-08-01 15:55:47,0.0,"Dow Movers: MCD, JPM",0.0,1.0,0.0,0
2017-08-01 15:58:47,-0.2263,"Pfizer (PFE) Surpasses Q2 Earnings Estimates, Misses Sales",0.213,0.787,0.0,-1
2017-08-01 16:13:20,-0.34,Why Garmin Ltd. (GRMN) Stock Should Still Be Avoided,0.231,0.769,0.0,-1
2017-08-01 16:38:47,-0.34,[$$] Pfizer hits pause on deals amid US tax reform uncertainty,0.194,0.806,0.0,-1
2017-08-01 16:53:53,0.0,Sky-High Boeing Co (BA) Stock Is Bleeding Fuel,0.0,1.0,0.0,0
2017-08-01 17:01:14,0.0,Q2 Earnings Tuesday: Mixed Bag for Most,0.0,1.0,0.0,0
2017-08-01 17:19:20,0.0,[$$] Pfizer Waiting for Cues on Tax Reform to Pursue Deals,0.0,1.0,0.0,0
2017-08-01 17:26:00,0.0,Big movers in the blitz,0.0,1.0,0.0,0
2017-08-01 17:33:07,0.0,Pfizer Remains Underappreciated,0.0,1.0,0.0,0
2017-08-01 17:36:44,0.4588,Pfizer delays major M&A as it awaits U.S. tax reform clarity,0.0,0.692,0.308,1
2017-08-01 18:15:00,0.0,"Dow on Track for Fifth Record Close in a Row, Wall Street Rises",0.0,1.0,0.0,0
2017-08-01 18:32:15,-0.34,Pfizer's New Tax Obsession Shouldn't Paralyze It,0.286,0.714,0.0,-1
2017-08-01 19:02:00,0.2716,12 Numbers in Pfizer&apos;s Q2 Update More Important Than Its Revenue Decline,0.0,0.84,0.16,1
2017-08-01 20:11:48,-0.6597,"Generics Chip Away At Dow Stock Pfizer, But Cancer Unit &apos;Stabilizing&apos;",0.306,0.694,0.0,-1
2017-08-01 20:22:57,-0.4019,Will Pfizer&apos;s Cancer Drugs Help It Grow Without A Merger?,0.312,0.496,0.191,-1
2017-08-01 20:30:00,-0.34,"Pfizer's Weak Viagra, Consumer Sales Drag Down Massive Gains in New Products",0.296,0.556,0.148,-1
2017-08-01 20:55:52,0.2716,12 Numbers in Pfizer's Q2 Update More Important Than Its Revenue Decline,0.0,0.84,0.16,1
2017-08-01 23:30:00,0.4215,"How Snap May Have Dashed Uber's IPO Hopes; Intel CEO on Autonomy, Tech Rally -- ICYMI Tuesday",0.0,0.851,0.149,1
2017-08-02 00:00:00,0.0,"Dow Enters August With a Bang, New Records for Day Five",0.0,1.0,0.0,0
2017-08-02 01:33:23,0.7351,Pfizer tops 2Q profit forecasts,0.0,0.326,0.674,1
2017-08-02 02:54:05,0.25,Merck's Keytruda Plays Catch-Up to Bristol-Myers' Opdivo,0.0,0.75,0.25,1
2017-08-02 11:35:56,0.0,Eli Lilly’s Valuation after 2Q17 Earnings Release,0.0,1.0,0.0,0
2017-08-02 11:37:01,0.4404,How BMY Is Valued following Its 2Q17 Earnings,0.0,0.707,0.293,1
2017-08-02 12:00:00,0.0,Earnings Preview: What To Expect From Regeneron Pharmaceuticals On Thursday,0.0,1.0,0.0,0
2017-08-02 13:08:52,0.4215,Pfizer upgraded to outperform at BMO Capital Markets on drug pipeline progress,0.0,0.797,0.203,1
2017-08-02 13:34:31,0.4939,"Health Care Sector Update for 08/02/2017: JNJ, PFE, ABT, MRK, AMGN, EYES, OCUL",0.0,0.789,0.211,1
2017-08-02 14:00:00,0.6705,"Pfizer Stock Upgraded at BMO on Attractive Risk/Reward, Growth Outlook",0.0,0.593,0.407,1
2017-08-02 14:00:03,0.0,Can DENTSPLY Sirona (XRAY) Deliver a Beat in Q2 Earnings?,0.0,1.0,0.0,0
2017-08-02 14:05:10,0.0,"With 22K in the books, here are the stocks Wall Street believes will lead the Dow to 23,000",0.0,1.0,0.0,0
2017-08-02 14:09:02,0.0,"Company News For August 02, 2017",0.0,1.0,0.0,0
2017-08-02 15:15:00,0.0,A Large-Scale Acquisition Is Unlikely for Pfizer Until This Happens,0.0,1.0,0.0,0
2017-08-02 15:56:44,0.0,Wednesday's ETF with Unusual Volume: ACWV,0.0,1.0,0.0,0
2017-08-02 16:00:18,-0.3182,Aerie (AERI) Reports Narrower-Than-Expected Loss in Q2,0.277,0.723,0.0,-1
2017-08-03 12:00:00,0.0,Today's Research Reports on Stocks to Watch: Pfizer and Procter & Gamble,0.0,1.0,0.0,0
2017-08-03 13:19:22,0.4939,"Health Care Sector Update for 08/03/2017: JNJ, PFE, ABT, MRK, AMGN, REGN, TEVA",0.0,0.789,0.211,1
2017-08-03 14:01:05,0.6633,Novartis a Top Ranked SAFE Dividend Stock With 3.2% Yield (NVS),0.0,0.596,0.404,1
2017-08-03 15:59:04,0.0,"Keystone Financial Planning, Inc. Buys British American Tobacco PLC, Procter & Gamble Co, ...",0.0,1.0,0.0,0
2017-08-03 16:03:41,0.0,"Dow Movers: V, PFE",0.0,1.0,0.0,0
2017-08-03 18:10:00,0.6597,FDA Advisory Committee Votes in Favor of XELJANZ® (tofacitinib citrate) for the Treatment of Active Psoriatic Arthritis,0.0,0.735,0.265,1
2017-08-03 20:48:39,0.0,"Market Close Report: NASDAQ Composite index closes at 6,340.34 down -22.31 points",0.0,1.0,0.0,0
2017-08-03 21:04:09,-0.3182,"Momenta (MNTA) Q2 Loss In Line with Estimates, Sales Beat",0.204,0.796,0.0,-1
2017-08-03 21:19:06,0.4767,"Dow bags 7th straight record, but energy slump weighs on broader stock market",0.0,0.728,0.272,1
2017-08-04 01:59:12,0.0,AstraZeneca plc: Buy the Dip?,0.0,1.0,0.0,0
2017-08-04 02:47:00,0.2023,"DVAX Plunges On Delay In Approval, FDA Nod For ABBV's HCV Drug, ABIO On Radar",0.125,0.707,0.168,1
2017-08-04 03:39:42,0.0,"Asian stocks mixed as US jobs, politics in focus",0.0,1.0,0.0,0
2017-08-04 12:47:12,0.0,"Pharma Stock Roundup: Mixed 2Q Results from Pfizer, Bristol-Myers Announces IO Deals",0.0,1.0,0.0,0
2017-08-04 13:19:34,0.4939,"Health Care Sector Update for 08/04/2017: JNJ, PFE, ABT, MRK, AMGN, MDRX, CFRX",0.0,0.789,0.211,1
2017-08-04 14:55:31,0.0516,"Dow Jones Reaches Another New High, Closes at 22,026.10",0.0,0.87,0.13,0
2017-08-04 15:13:00,-0.1779,"[$$] CVS Formulary Changes Boost JNJ, Pfizer; Hurt Lilly",0.26,0.534,0.206,-1
2017-08-04 16:03:50,0.0,"Dow Movers: DIS, JPM",0.0,1.0,0.0,0
2017-08-04 16:04:08,0.0,"Market News For August 04, 2017",0.0,1.0,0.0,0
2017-08-04 20:58:54,0.7028,"After Hours Most Active for Aug 4, 2017 :  PFE, QQQ, TWTR, BAC, M, GIS, VZ, GT, AMAT, MDLZ, BRCD, TTPH",0.0,0.755,0.245,1
2017-08-04 22:59:37,0.4767,"Dow 30 Stock Roundup: Apple Impresses, Pfizer Beats on Earnings",0.0,0.744,0.256,1
2017-08-05 15:52:00,0.0,Earnings Preview: What To Expect From Valeant Pharmaceuticals On Tuesday,0.0,1.0,0.0,0
2017-08-06 05:59:02,0.0,9 Stocks That Have Paid Dividends for More Than a Century,0.0,1.0,0.0,0
2017-08-07 13:45:01,-0.1531,Q2 Earnings Fail to Impress Pharma ETF,0.307,0.439,0.254,-1
2017-08-07 15:36:48,0.0,"Dow Movers: UTX, MCD",0.0,1.0,0.0,0
2017-08-07 15:41:43,0.0,"The Zacks Analyst Blog Highlights: Apple, Pfizer, Intel, Chevron and Exxon Mobil",0.0,1.0,0.0,0
2017-08-07 16:13:00,-0.6705,Pfizer's Poor Earnings Feed the Allergan Tie-Up Fire,0.478,0.522,0.0,-1
2017-08-08 12:45:11,0.0,"Pfizer investing $100M in Sanford plant expansion, adding jobs",0.0,1.0,0.0,0
2017-08-08 13:17:52,0.0,"Astrazeneca PLC (AZN) Ex-Dividend Date Scheduled for August 09, 2017",0.0,1.0,0.0,0
2017-08-08 16:37:47,0.0,Why Martin Shkreli Won’t Be the Last Pharma Bro,0.0,1.0,0.0,0
2017-08-08 16:41:35,0.2023,"Horizon Pharma (HZNP) Q2 Earnings & Sales Top, Raises View",0.0,0.816,0.184,1
2017-08-08 21:03:33,0.4576,"After Hours Most Active for Aug 8, 2017 :  BAC, PFE, CMCSA, FIG, APO, DIS, INTC, QCOM, CSCO, MSFT, MRK, QQQ",0.0,0.864,0.136,1
2017-08-08 22:06:47,0.0,[$$] Aclaris Therapeutics Buys Confluence Life Sciences in $100 Million Deal,0.0,1.0,0.0,0
2017-08-09 01:00:38,0.0,Why Vertex Pharmaceuticals Incorporated (VRTX) Will Keep Rolling Higher,0.0,1.0,0.0,0
2017-08-09 11:00:00,0.5106,Earnings Review and Free Research Report: Johnson Controls’ Adjusted Net Income Soared 69.4%,0.0,0.784,0.216,1
2017-08-09 15:47:32,-0.296,Mexico watchdog finds big pharma faces no competition on some drugs,0.18,0.82,0.0,-1
2017-08-09 16:37:02,0.0,Vanguard High Dividend Yield ETF Experiences Big Inflow,0.0,1.0,0.0,0
2017-08-09 17:02:23,0.0,Analysts’ Recommendations for Celgene in August 2017,0.0,1.0,0.0,0
2017-08-09 17:05:14,0.5994,Pfizer: Some Near Term Challenges May Mute Positive Triggers,0.0,0.588,0.412,1
2017-08-10 12:40:22,0.0,Short Sellers Hike Bets in Major Pharma,0.0,1.0,0.0,0
2017-08-10 14:03:30,0.0,"Eli Lilly and Company (LLY) Ex-Dividend Date Scheduled for August 11, 2017",0.0,1.0,0.0,0
2017-08-10 23:36:00,0.4466,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Pfizer Inc. - PFE,0.0,0.827,0.173,1
2017-08-11 05:51:22,0.0,Pfizer Alum's China Startup Is Said to Select Banks for IPO,0.0,1.0,0.0,0
2017-08-11 12:00:33,0.6486,IHS Markit Score Update: Rise in demand for ETFs holding Pfizer Inc is a positive for its shares,0.07,0.657,0.272,1
2017-08-11 13:06:04,0.6597,Luspatercept: Opportunity for Celgene’s Long-Term Growth?,0.0,0.426,0.574,1
2017-08-11 15:46:28,-0.3182,"On earnings calls, corporate leaders openly bemoan DC's lack of direction",0.187,0.813,0.0,-1
2017-08-11 19:59:09,0.0,Pfizer’s Valuation after 2Q17 Earnings,0.0,1.0,0.0,0
2017-08-11 21:35:43,0.0,Pfizer’s 2Q17 Earnings: What You Need to Know,0.0,1.0,0.0,0
2017-08-12 00:26:36,0.34,"Pfizer Inc. – Value Analysis (NYSE:PFE) : August 12, 2017",0.0,0.745,0.255,1
2017-08-12 01:36:08,0.0,Edited Transcript of PFE earnings conference call or presentation 1-Aug-17 2:00pm GMT,0.0,1.0,0.0,0
2017-08-12 16:13:17,-0.5719,Video games could soon replace pills in treating Alzheimer's disease and depression,0.252,0.748,0.0,-1
2017-08-13 18:03:00,-0.5423,Why Has 2017 Been a Horrible Year So Far for Biotech Acquisitions?,0.259,0.741,0.0,-1
2017-08-14 11:37:44,0.4404,Pfizer’s Innovative and Essential Health Businesses in 2Q17,0.0,0.707,0.293,1
2017-08-14 13:07:11,0.0,Understanding Pfizer’s Geographical Performance in 2Q17,0.0,1.0,0.0,0
2017-08-14 14:37:38,0.3818,Pfizer’s Major Growth Drivers in 2Q17,0.0,0.658,0.342,1
2017-08-14 19:34:53,0.0,"Alnylam Pharmaceuticals, Inc. Earnings: Waiting for Apollo",0.0,1.0,0.0,0
2017-08-15 09:00:00,0.0,What’s Harder Than Making Copycat Biotech Drugs? Selling Them,0.0,1.0,0.0,0
2017-08-15 11:36:43,0.0,Pfizer’s Declining-Revenue Products in 2Q17,0.0,1.0,0.0,0
2017-08-15 13:06:11,0.2023,Pfizer’s Important Product Developments in 2Q17,0.0,0.735,0.265,1
2017-08-15 13:13:27,0.0,"Pfizer Inc. breached its 50 day moving average in a Bullish Manner : PFE-US : August 15, 2017",0.0,1.0,0.0,0
2017-08-15 13:16:21,0.0,"Allergan plc. (AGN) Ex-Dividend Date Scheduled for August 16, 2017",0.0,1.0,0.0,0
2017-08-15 14:36:03,0.0,Pfizer’s Corporate and Pipeline Developments in 2Q17,0.0,1.0,0.0,0
2017-08-15 15:42:15,0.4767,"Clovis (CLVS) Focuses on Label Expansion, Rubraca Impresses",0.0,0.693,0.307,1
2017-08-15 16:39:35,0.3818,Catalyst (CPRX) Focused on Development of Pipeline Candidates,0.0,0.729,0.271,1
2017-08-15 21:04:16,0.4576,"After Hours Most Active for Aug 15, 2017 :  MSFT, MU, FOXA, URBN, ORCL, WMB, QQQ, PFE, CMCSA, EXC, CHK, XOM",0.0,0.864,0.136,1
2017-08-16 02:01:00,0.7184,"ALXN's Strengthening Patents, FOLD's Fabry Drug Approved In OZ, VBIV Surges",0.0,0.6,0.4,1
2017-08-16 13:17:11,0.0,"Novo Nordisk A/S (NVO) Ex-Dividend Date Scheduled for August 17, 2017",0.0,1.0,0.0,0
2017-08-16 13:35:35,0.0,"Cypress Capital Management Llc Buys iShares International Select Dividend, SPDR DJ STOXX 50 ...",0.0,1.0,0.0,0
2017-08-16 14:16:55,-0.4404,The Bull Case for Valeant Pharmaceuticals Intl Inc (VRX) Stock Is Weak,0.209,0.791,0.0,-1
2017-08-16 17:35:17,0.0,"First Fiduciary Investment Counsel, Inc. Buys Capital One Financial Corp, Intel Corp, Sells ...",0.0,1.0,0.0,0
2017-08-17 11:36:17,0.0,How Amgen’s Nephrology Drugs Are Positioned after 2Q17?,0.0,1.0,0.0,0
2017-08-17 14:06:02,0.3818,Can Pfizer Bank on New Immunotherapy Bavencio for Growth?,0.0,0.755,0.245,1
2017-08-17 16:34:19,0.0,"Notable ETF Inflow Detected - VT, GE, CVX, PFE",0.0,1.0,0.0,0
2017-08-17 17:57:00,0.4767,Pfizer Receives U.S. FDA Approval for BESPONSA® (inotuzumab ozogamicin),0.0,0.721,0.279,1
2017-08-17 19:59:14,-0.4019,FDA approves Pfizer's drug for rare blood cancer,0.336,0.458,0.206,-1
2017-08-17 21:19:00,-0.3182,Pfizer Gets FDA Approval For Rare Blood Cancer Drug Besponsa,0.284,0.516,0.2,-1
2017-08-17 21:36:35,0.0,"FDA OKs Pfizer drug for rare, fast-killing type of leukemia",0.0,1.0,0.0,0
2017-08-17 23:38:11,-0.6597,Exelixis Submits sNDA for Kidney Cancer Drug Cabometyx,0.386,0.614,0.0,-1
2017-08-18 01:11:00,-0.6597,"FDA Nod For PFE, New Use For AZN's Ovarian Cancer Drug, ELGX's LEOPARD Hits Goal",0.239,0.761,0.0,-1
2017-08-18 05:37:50,0.2023,"Top Analyst Reports for Pfizer, TJX Companies & Honda",0.0,0.795,0.205,1
2017-08-18 10:59:00,0.4404,Bristol-Myers Squibb and Pfizer to Highlight Commitment to Reducing the Risk of Stroke Caused by Non-Valvular Atrial Fibrillation (NVAF) and Treating Deep Vein Thrombosis/Pulmonary Embolism (DVT/PE) at ESC Congress 2017,0.062,0.792,0.147,1
2017-08-18 11:09:11,0.0,"Pharma Stock Roundup: Multiple Sclerosis Drug Prices in Focus, Mixed Data on BMY&apos;s Opdivo",0.0,1.0,0.0,0
2017-08-18 11:39:11,0.0,Analysts’ Recommendations for Bristol-Myers Squibb in August 2017,0.0,1.0,0.0,0
2017-08-18 13:18:01,-0.34,Pfizer&apos;s (PFE) Besponsa Gets FDA Nod with a Boxed Warning,0.231,0.769,0.0,-1
2017-08-18 13:41:51,0.0,"The Zacks Analyst Blog Highlights: Pfizer, TJX Companies, Honda, American Electric and Novo Nordisk",0.0,1.0,0.0,0
2017-08-18 13:42:33,0.0,"Pharma Stock Roundup: Multiple Sclerosis Drug Prices in Focus, Mixed Data on BMY's Opdivo",0.0,1.0,0.0,0
2017-08-18 14:39:55,0.5267,IWX's Underlying Holdings Could Mean 10% Gain Potential,0.0,0.673,0.327,1
2017-08-18 15:35:20,-0.6249,"The FDA Just Approved a New Pfizer Cancer Drug for a Rare, Vicious Leukemia",0.369,0.481,0.15,-1
2017-08-18 15:43:40,-0.34,Pfizer's (PFE) Besponsa Gets FDA Nod with a Boxed Warning,0.231,0.769,0.0,-1
2017-08-18 16:40:22,0.0,Notable Two Hundred Day Moving Average Cross - PFE,0.0,1.0,0.0,0
2017-08-19 05:01:00,0.4019,[$$] Healthy Dividends,0.0,0.426,0.574,1
2017-08-19 15:38:14,0.0,These Stocks Have Tripled This Year,0.0,1.0,0.0,0
2017-08-20 11:43:00,0.2263,"Here&apos;s How Much $10,000 Invested in Pfizer in 1977 Is Worth Now",0.0,0.853,0.147,1
2017-08-20 12:15:00,0.5859,Pfizer&apos;s Besponsa Is Yet Another Win for the Biopharma Giant,0.0,0.703,0.297,1
2017-08-20 13:37:46,0.5859,Pfizer's Besponsa Is Yet Another Win for the Biopharma Giant,0.0,0.703,0.297,1
2017-08-20 13:38:22,0.2263,"Here's How Much $10,000 Invested in Pfizer in 1977 Is Worth Now",0.0,0.853,0.147,1
2017-08-21 12:21:00,0.4404,Better Buy: AbbVie Inc. vs. Pfizer Inc.,0.0,0.674,0.326,1
2017-08-21 13:18:00,0.4939,"Health Care Sector Update for 08/21/2017: JNJ, PFE, ABT, MRK, AMGN, AZN, NVS, TNXP",0.0,0.802,0.198,1
2017-08-21 14:37:24,0.0,"Pfizer Inc. :PFE-US: Earnings Analysis: Q2, 2017 By the Numbers : August 21, 2017",0.0,1.0,0.0,0
2017-08-21 20:57:37,0.4576,"After Hours Most Active for Aug 21, 2017 :  GE, INTC, PFE, RAD, CMCSA, TGT, F, BAC, AAPL, QQQ, AMAT, EMB",0.0,0.864,0.136,1
2017-08-22 01:38:39,0.5719,3 Dividend Stocks Perfect for Retirement,0.0,0.519,0.481,1
2017-08-22 12:00:00,-0.6597,"Alliance Foundation Trials Opens Global Trial Investigating First-in-Class Palbociclib in HR+, HER2+ Metastatic Breast Cancer",0.239,0.761,0.0,-1
2017-08-22 13:07:36,0.0,How Allergan’s US Specialized Therapeutics Segment Performed in 2Q17,0.0,1.0,0.0,0
2017-08-22 13:18:03,0.4939,"Health Care Sector Update for 08/22/2017: JNJ, PFE, ABT, MRK, AMGN, MTBC, PFE, MDT",0.0,0.802,0.198,1
2017-08-22 13:18:08,0.0,"Perrigo Company (PRGO) Ex-Dividend Date Scheduled for August 23, 2017",0.0,1.0,0.0,0
2017-08-22 13:47:07,0.2263,India grants Pfizer patent on pneumonia vaccine in blow to aid group,0.0,0.853,0.147,1
2017-08-22 14:44:02,0.2023,Immunomedics&apos; Progress in Phase II Cancer Study Encouraging,0.282,0.321,0.397,1
2017-08-22 16:41:40,0.2023,Immunomedics' Progress in Phase II Cancer Study Encouraging,0.282,0.321,0.397,1
2017-08-22 19:47:00,0.0,What&apos;s Next for Bristol-Myers Squibb After Its Opdivo Setback?,0.0,1.0,0.0,0
2017-08-22 21:39:32,0.0,What's Next for Bristol-Myers Squibb After Its Opdivo Setback?,0.0,1.0,0.0,0
2017-08-23 11:37:09,0.0,How Allergan’s International Segment Performed in 2Q17,0.0,1.0,0.0,0
2017-08-23 13:18:25,0.4939,"Health Care Sector Update for 08/23/2017: JNJ, PFE, ABT, MRK, AMGN, PRTK, NVAX, RARE",0.0,0.802,0.198,1
2017-08-23 13:39:55,0.0,How Johnson & Johnson Makes Most of Its Money,0.0,1.0,0.0,0
2017-08-23 14:03:42,0.0,U.S. appeals court upholds insider trading conviction of SAC's Martoma,0.0,1.0,0.0,0
2017-08-23 14:10:02,-0.6597,Pfizer&apos;s Ibrance in First-Line Combo Breast Cancer Study,0.386,0.614,0.0,-1
2017-08-23 16:40:41,-0.6597,Pfizer's Ibrance in First-Line Combo Breast Cancer Study,0.386,0.614,0.0,-1
2017-08-23 17:38:09,-0.4215,SAC Capital's Martoma fails to overturn U.S. insider trading conviction,0.237,0.763,0.0,-1
2017-08-23 19:37:25,0.6249,30 Great Stocks of All Time,0.0,0.549,0.451,1
2017-08-23 20:58:01,0.4576,"After Hours Most Active for Aug 23, 2017 :  T, QQQ, CAG, PFE, ENZY, CTL, VWR, F, GE, MSFT, MU, CSCO",0.0,0.864,0.136,1
2017-08-23 22:37:44,0.0,Here's Why Clovis Stock Is Up Almost 60% So Far in 2017,0.0,1.0,0.0,0
2017-08-23 23:37:35,0.0,3 High-Yield Dividend Stocks for Conservative Investors,0.0,1.0,0.0,0
2017-08-24 12:00:00,0.4404,Pfizer Rare Disease Launches Two First-of-Its-Kind Innovative Technologies for People Living with Hemophilia at National Hemophilia Foundation Annual Meeting,0.0,0.861,0.139,1
2017-08-24 13:17:40,0.0,"Johnson & Johnson (JNJ) Ex-Dividend Date Scheduled for August 25, 2017",0.0,1.0,0.0,0
2017-08-24 13:18:15,-0.2263,"Teva Pharmaceutical Industries Limited (TEVA) Ex-Dividend Date Scheduled for August 25, 2017",0.147,0.853,0.0,-1
2017-08-24 13:18:22,0.4939,"Health Care Sector Update for 08/24/2017: JNJ, PFE, ABT, MRK, AMGN, CO, ENZY, MYL",0.0,0.802,0.198,1
2017-08-24 15:07:32,0.0,Florida set to carry out execution with drug not previously used in lethal injections,0.0,1.0,0.0,0
2017-08-24 17:30:00,-0.5267,Candida Auris: A New Fungal Superbug Emerging As A Global Threat,0.298,0.702,0.0,-1
2017-08-24 23:11:52,0.0,Florida executes man with drug not previously used in lethal injections,0.0,1.0,0.0,0
2017-08-25 12:00:00,0.0,Sangamo And Pfizer Announce First Patient Receives Treatment In Phase 1/2 Clinical Trial Evaluating SB-525 Investigational Gene Therapy For Hemophilia A,0.0,1.0,0.0,0
2017-08-25 13:41:04,0.4939,"Health Care Sector Update for 08/25/2017: JNJ, PFE, ABT, MRK, AMGN, XOMA, VEEV, ADMS, NVS",0.0,0.814,0.186,1
2017-08-25 16:41:55,0.0,"XLV, GNRX: Big ETF Outflows",0.0,1.0,0.0,0
2017-08-25 16:45:04,0.0,"Noteworthy ETF Inflows: VT, GE, CVX, PFE",0.0,1.0,0.0,0
2017-08-25 20:58:21,0.4576,"After Hours Most Active for Aug 25, 2017 :  WLL, PFE, ROST, MU, EBAY, QQQ, DAL, KO, CSCO, AXL, CPN, WFM",0.0,0.864,0.136,1
2017-08-26 17:37:41,-0.3612,Is the System Rigged Against Biosimilars?,0.333,0.667,0.0,-1
2017-08-27 13:49:53,0.0,Here Are the Big Pharma Stocks to Own Based on R&D Spending,0.0,1.0,0.0,0
2017-08-27 20:48:33,0.5574,Can Buying Exelixis Stock Still Make You Rich?,0.0,0.66,0.34,1
2017-08-28 02:47:00,-0.5106,Bristol-Myers: Eliquis Shows Lower Risk Of Stroke In NVAF Patient Subgroups,0.323,0.677,0.0,-1
2017-08-28 05:26:00,0.0,"Bristol-Myers, Pfizer Report Investigational Eliquis Data - Quick Facts",0.0,1.0,0.0,0
2017-08-28 06:30:00,0.4215,Bristol-Myers Squibb and Pfizer Present Observational Real-World Data Analysis on the Effectiveness and Safety of Eliquis® (apixaban) Compared to Warfarin in Select High-Risk Patients with Non-Valvular Atrial Fibrillation,0.0,0.906,0.094,1
2017-08-28 09:00:00,0.0,Bristol-Myers Squibb and Pfizer Present Investigational Eliquis® (apixaban) Data for Patients with Non-Valvular Atrial Fibrillation (NVAF) Undergoing Cardioversion,0.0,1.0,0.0,0
2017-08-28 12:09:12,0.0,Sangamo Therapeutics Initiates Dosing in Hemophilia A Study,0.0,1.0,0.0,0
2017-08-28 12:50:45,0.0,AstraZeneca's Faslodex Gets FDA Nod in First-Line Setting,0.0,1.0,0.0,0
2017-08-28 12:51:26,0.0772,In Your 60s? 3 Stocks You Might Want to Buy,0.0,0.86,0.14,0
2017-08-28 13:07:40,0.0,"Pfizer Inc. breached its 50 day moving average in a Bullish Manner : PFE-US : August 28, 2017",0.0,1.0,0.0,0
2017-08-28 13:29:03,0.4939,"Health Care Sector Update for 08/28/2017: JNJ, PFE, ABT, MRK, AMGN, KITE, GILD, AVEO, NVS",0.0,0.814,0.186,1
2017-08-28 15:49:52,0.0,"Dow Movers: TRV, HD",0.0,1.0,0.0,0
2017-08-28 20:49:33,0.0,3 High-Yield Dividend Aristocrat Stocks,0.0,1.0,0.0,0
2017-08-28 22:10:34,0.0,"ETFs with exposure to Pfizer Inc. : August 28, 2017",0.0,1.0,0.0,0
2017-08-28 23:45:00,-0.4767,We Got It Wrong With OPKO Health -- Now What?,0.256,0.744,0.0,-1
2017-08-29 08:23:00,0.0,Biotech Stocks Facing FDA Decision In September,0.0,1.0,0.0,0
2017-08-29 09:00:15,-0.7003,Medical Journals Have a Fake News Problem,0.592,0.408,0.0,-1
2017-08-29 11:00:00,0.3818,U.S. FDA and European Medicines Agency Accept Regulatory Submissions for BOSULIF® (bosutinib) for the Treatment of Patients with Newly Diagnosed Ph+ Chronic Myeloid Leukemia,0.0,0.898,0.102,1
2017-08-29 11:30:33,0.0,[$$] Pfizer to test drug for liver disease linked to rising obesity,0.0,1.0,0.0,0
2017-08-29 12:21:00,0.4215,Bristol-Myers Squibb and Pfizer Alliance Announce Real-World Observational Analysis of the Effectiveness and Safety of Direct Oral Anticoagulants Compared to Warfarin in Elderly Patients with Non-Valvular Atrial Fibrillation,0.0,0.906,0.094,1
2017-08-29 13:29:03,0.4939,"Health Care Sector Update for 08/29/2017: JNJ, PFE, ABT, MRK, AMGN, IMGN, ETRM",0.0,0.789,0.211,1
2017-08-29 13:51:10,0.0,3 Healthcare Stocks to Buy With Dividends Yielding More Than 3%,0.0,1.0,0.0,0
2017-08-29 14:58:18,0.0,"Gilead Sciences, Inc. (GILD) Stock Still Has Room to Grow",0.0,1.0,0.0,0
2017-08-29 15:29:03,0.3182,Biogen Alzheimer&apos;s Drug Shows Promise in Long-Term Study,0.0,0.753,0.247,1
2017-08-29 15:45:03,0.5267,Pfizer Presents Encouraging Eliquis Results in NVAF Patients,0.0,0.673,0.327,1
2017-08-29 16:48:22,0.0,"David Tepper Reduces General Motors, Allergan Positions, Exits Pfizer",0.0,1.0,0.0,0
2017-08-29 17:12:58,0.0,Bristol-Myers Squibb’s Valuation after 2Q17 Earnings,0.0,1.0,0.0,0
2017-08-29 17:51:47,0.0,Why Catalent Inc. Rose as Much as 17% This Morning,0.0,1.0,0.0,0
2017-08-29 17:52:09,0.3182,Biogen Alzheimer's Drug Shows Promise in Long-Term Study,0.0,0.753,0.247,1
2017-08-29 20:14:52,0.0,Analysts’ Recommendations for Pfizer in August 2017,0.0,1.0,0.0,0
2017-08-29 22:06:51,0.0,How Did Pfizer Perform in 2Q17?,0.0,1.0,0.0,0
2017-08-29 23:49:36,0.0,"Why Abeona Therapeutics Inc. (and Maybe Sangamo Therapeutics, Inc.) Jumped Higher Today",0.0,1.0,0.0,0
2017-08-30 02:31:00,0.0772,"APRI Makes 2nd Try, PRQR To Reveal Data On Sep.25, PFE Awaits FDA Decision",0.0,0.909,0.091,0
2017-08-30 11:37:38,0.3818,Pfizer’s Immuno-Oncology Clinical Program’s Long-Term Growth Potential,0.0,0.698,0.302,1
2017-08-30 13:08:25,0.5267,Talazoparib Could Be a Significant Long-Term Growth Driver for Pfizer,0.0,0.614,0.386,1
